event_name,from_state,to_state,tsd,ted,ctd,ro_start_date,ro_end_date,se_name
RENEWAL_ORDERED,RENEWAL_OVERDUE,AWAITING_RENEWAL_PAYMENT,2024-04-12,2024-07-11,2024-07-11,2024-07-12,2024-08-11,CART_CHECKOUT_READS_SYNC
RENEWAL_ORDERED,RENEWAL_OVERDUE,AWAITING_RENEWAL_PAYMENT,2024-04-12,2024-07-11,2024-07-11,2024-07-12,2024-08-11,ORDER_READS_SYNC
RENEWAL_ORDERED,RENEWAL_OVERDUE,AWAITING_RENEWAL_PAYMENT,2024-04-12,2024-07-11,2024-07-11,2024-07-12,2024-08-11,PRODUCT_READS_SYNC
RENEWAL_PAYMENT_COMPLETED,AWAITING_RENEWAL_PAYMENT,ACTIVE,2024-04-12,2024-07-11,2024-07-11,2024-07-12,2024-08-11,CART_CHECKOUT_READS_SYNC
RENEWAL_PAYMENT_COMPLETED,AWAITING_RENEWAL_PAYMENT,ACTIVE,2024-04-12,2024-07-11,2024-07-11,2024-07-12,2024-08-11,ORDER_READS_SYNC
RENEWAL_PAYMENT_COMPLETED,AWAITING_RENEWAL_PAYMENT,ACTIVE,2024-04-12,2024-07-11,2024-07-11,2024-07-12,2024-08-11,PRODUCT_READS_SYNC
RENEWAL_APPLIED,ACTIVE,ACTIVE,2024-07-12,2024-10-11,2024-10-11,,,CART_CHECKOUT_READS_SYNC
RENEWAL_APPLIED,ACTIVE,ACTIVE,2024-07-12,2024-10-11,2024-10-11,,,PRODUCT_READS_SYNC
RENEWAL_APPLIED,ACTIVE,ACTIVE,2024-07-12,2024-10-11,2024-10-11,,,ORDER_READS_SYNC
RENTAL_PRODUCT_UP_FOR_RENEWAL,ACTIVE,ACTIVE,2024-07-12,2024-10-11,2024-10-11,,,CART_CHECKOUT_READS_SYNC
RENTAL_PRODUCT_UP_FOR_RENEWAL,ACTIVE,ACTIVE,2024-07-12,2024-10-11,2024-10-11,,,ORDER_READS_SYNC
RENTAL_PRODUCT_UP_FOR_RENEWAL,ACTIVE,ACTIVE,2024-07-12,2024-10-11,2024-10-11,,,PRODUCT_READS_SYNC
RENTAL_PRODUCT_OVERDUE_FOR_RENEWAL,ACTIVE,RENEWAL_OVERDUE,2024-07-12,2024-10-11,2024-10-11,2024-10-12,2024-11-11,ORDER_READS_SYNC
RENTAL_PRODUCT_OVERDUE_FOR_RENEWAL,ACTIVE,RENEWAL_OVERDUE,2024-07-12,2024-10-11,2024-10-11,2024-10-12,2024-11-11,NOTIFY_FURBOOKS_OF_RENEWAL_OVERDUE
RENTAL_PRODUCT_OVERDUE_FOR_RENEWAL,ACTIVE,RENEWAL_OVERDUE,2024-07-12,2024-10-11,2024-10-11,2024-10-12,2024-11-11,CART_CHECKOUT_READS_SYNC
RENTAL_PRODUCT_OVERDUE_FOR_RENEWAL,ACTIVE,RENEWAL_OVERDUE,2024-07-12,2024-10-11,2024-10-11,2024-10-12,2024-11-11,PRODUCT_READS_SYNC
RENEWAL_ORDERED,RENEWAL_OVERDUE,AWAITING_RENEWAL_PAYMENT,2024-07-12,2024-10-11,2024-10-11,2024-10-12,2024-11-11,PRODUCT_READS_SYNC
RENEWAL_ORDERED,RENEWAL_OVERDUE,AWAITING_RENEWAL_PAYMENT,2024-07-12,2024-10-11,2024-10-11,2024-10-12,2024-11-11,ORDER_READS_SYNC
RENEWAL_ORDERED,RENEWAL_OVERDUE,AWAITING_RENEWAL_PAYMENT,2024-07-12,2024-10-11,2024-10-11,2024-10-12,2024-11-11,CART_CHECKOUT_READS_SYNC
RENEWAL_PAYMENT_COMPLETED,AWAITING_RENEWAL_PAYMENT,ACTIVE,2024-07-12,2024-10-11,2024-10-11,2024-10-12,2024-11-11,PRODUCT_READS_SYNC
RENEWAL_PAYMENT_COMPLETED,AWAITING_RENEWAL_PAYMENT,ACTIVE,2024-07-12,2024-10-11,2024-10-11,2024-10-12,2024-11-11,ORDER_READS_SYNC
RENEWAL_PAYMENT_COMPLETED,AWAITING_RENEWAL_PAYMENT,ACTIVE,2024-07-12,2024-10-11,2024-10-11,2024-10-12,2024-11-11,CART_CHECKOUT_READS_SYNC
RENEWAL_APPLIED,ACTIVE,ACTIVE,2024-10-12,2025-01-11,2025-01-11,,,CART_CHECKOUT_READS_SYNC
RENEWAL_APPLIED,ACTIVE,ACTIVE,2024-10-12,2025-01-11,2025-01-11,,,PRODUCT_READS_SYNC
RENEWAL_APPLIED,ACTIVE,ACTIVE,2024-10-12,2025-01-11,2025-01-11,,,ORDER_READS_SYNC
RENTAL_PRODUCT_UP_FOR_RENEWAL,ACTIVE,ACTIVE,2024-10-12,2025-01-11,2025-01-11,,,
RENEWAL_OVERDUE,ACTIVE,RENEWAL_OVERDUE,2024-10-12,2025-01-11,2025-01-11,2025-01-12,2025-02-11,NOTIFY_FURBOOKS_OF_RENEWAL_OVERDUE
RENEWAL_ORDERED,RENEWAL_OVERDUE,AWAITING_RENEWAL_PAYMENT,2024-10-12,2025-01-11,2025-01-11,2025-01-12,2025-02-11,
RENEWAL_PAYMENT_COMPLETED,AWAITING_RENEWAL_PAYMENT,ACTIVE,2024-10-12,2025-01-11,2025-01-11,2025-01-12,2025-02-11,
RENEWAL_APPLIED,ACTIVE,ACTIVE,2025-01-12,2025-07-11,2025-07-11,,,
RENTAL_PRODUCT_UP_FOR_RENEWAL,ACTIVE,ACTIVE,2025-01-12,2025-07-11,2025-07-11,,,
RENEWAL_OVERDUE,ACTIVE,RENEWAL_OVERDUE,2025-01-12,2025-07-11,2025-07-11,2025-07-12,2025-08-11,NOTIFY_FURBOOKS_OF_RENEWAL_OVERDUE
RENEWAL_ORDERED,RENEWAL_OVERDUE,AWAITING_RENEWAL_PAYMENT,2025-01-12,2025-07-11,2025-07-11,2025-07-12,2025-08-11,
RENEWAL_PAYMENT_FAILED,AWAITING_RENEWAL_PAYMENT,RENEWAL_OVERDUE,2025-01-12,2025-07-11,2025-07-11,2025-07-12,2025-08-11,NOTIFY_FURBOOKS_OF_RENEWAL_OVERDUE
RENEWAL_ORDERED,RENEWAL_OVERDUE,AWAITING_RENEWAL_PAYMENT,2025-01-12,2025-07-11,2025-07-11,2025-07-12,2025-08-11,
RENEWAL_PAYMENT_COMPLETED,AWAITING_RENEWAL_PAYMENT,ACTIVE,2025-01-12,2025-07-11,2025-07-11,2025-07-12,2025-08-11,
RENEWAL_APPLIED,ACTIVE,ACTIVE,2025-07-12,2025-08-11,2025-08-11,,,
RENEWAL_OVERDUE,ACTIVE,RENEWAL_OVERDUE,2025-07-12,2025-08-11,2025-08-11,2025-08-12,2025-09-11,NOTIFY_FURBOOKS_OF_RENEWAL_OVERDUE
SETTLEMENT_INITIATED,RENEWAL_OVERDUE,SETTLEMENT_IN_PROGRESS,2025-07-12,2025-08-11,2025-08-11,2025-08-12,2025-09-11,
SETTLEMENT_PAYMENT_SUCCEEDED,SETTLEMENT_IN_PROGRESS,RENEWAL_OVERDUE,2025-07-12,2025-08-11,2025-08-11,2025-08-12,2025-09-11,
RENEWAL_ORDERED,RENEWAL_OVERDUE,AWAITING_RENEWAL_PAYMENT,2025-07-12,2025-08-11,2025-08-11,2025-08-12,2025-09-11,
RENEWAL_PAYMENT_COMPLETED,AWAITING_RENEWAL_PAYMENT,ACTIVE,2025-07-12,2025-08-11,2025-08-11,2025-08-12,2025-09-11,
RENEWAL_APPLIED,ACTIVE,ACTIVE,2025-08-12,2025-11-11,2025-11-11,,,
RENTAL_PRODUCT_UP_FOR_RENEWAL,ACTIVE,ACTIVE,2025-08-12,2025-11-11,2025-11-11,,,
RENEWAL_OVERDUE,ACTIVE,RENEWAL_OVERDUE,2025-08-12,2025-11-11,2025-11-11,2025-11-12,2025-12-11,NOTIFY_FURBOOKS_OF_RENEWAL_OVERDUE
PENALTY_CREATED,RENEWAL_OVERDUE,RENEWAL_OVERDUE,2025-08-12,2025-11-11,2025-11-11,2025-11-12,2025-12-11,
RENEWAL_ORDERED,RENEWAL_OVERDUE,AWAITING_RENEWAL_PAYMENT,2025-08-12,2025-11-11,2025-11-11,2025-11-12,2025-12-11,
RENEWAL_PAYMENT_COMPLETED,AWAITING_RENEWAL_PAYMENT,ACTIVE,2025-08-12,2025-11-11,2025-11-11,2025-11-12,2025-12-11,
RENEWAL_APPLIED,ACTIVE,ACTIVE,2025-11-12,2025-12-11,2025-12-11,,,
RENEWAL_OVERDUE,ACTIVE,RENEWAL_OVERDUE,2025-11-12,2025-12-11,2025-12-11,2025-12-12,2026-01-11,NOTIFY_FURBOOKS_OF_RENEWAL_OVERDUE
PENALTY_CREATED,RENEWAL_OVERDUE,RENEWAL_OVERDUE,2025-11-12,2025-12-11,2025-12-11,2025-12-12,2026-01-11,
RENEWAL_OVERDUE,RENEWAL_OVERDUE,RENEWAL_OVERDUE,2025-11-12,2025-12-11,2025-12-11,2026-01-12,2026-02-11,NOTIFY_FURBOOKS_OF_RENEWAL_OVERDUE
PENALTY_CREATED,RENEWAL_OVERDUE,RENEWAL_OVERDUE,2025-11-12,2025-12-11,2025-12-11,2026-01-12,2026-02-11,
SETTLEMENT_INITIATED,RENEWAL_OVERDUE,SETTLEMENT_IN_PROGRESS,2025-11-12,2025-12-11,2025-12-11,2026-01-12,2026-02-11,
SETTLEMENT_PAYMENT_SUCCEEDED,SETTLEMENT_IN_PROGRESS,RENEWAL_OVERDUE,2025-11-12,2025-12-11,2025-12-11,2026-01-12,2026-02-11,
RENEWAL_ORDERED,RENEWAL_OVERDUE,AWAITING_RENEWAL_PAYMENT,2025-11-12,2025-12-11,2025-12-11,2026-01-12,2026-02-11,
RENEWAL_PAYMENT_COMPLETED,AWAITING_RENEWAL_PAYMENT,ACTIVE,2025-11-12,2025-12-11,2025-12-11,2026-01-12,2026-02-11,
RENEWAL_APPLIED,ACTIVE,ACTIVE,2026-01-12,2026-04-11,2026-04-11,,,
RENTAL_PRODUCT_UP_FOR_RENEWAL,ACTIVE,ACTIVE,2026-01-12,2026-04-11,2026-04-11,,,
RENEWAL_OVERDUE,ACTIVE,RENEWAL_OVERDUE,2026-01-12,2026-04-11,2026-04-11,2026-04-12,2026-05-11,NOTIFY_FURBOOKS_OF_RENEWAL_OVERDUE
SETTLEMENT_INITIATED,RENEWAL_OVERDUE,SETTLEMENT_IN_PROGRESS,2026-01-12,2026-04-11,2026-04-11,2026-04-12,2026-05-11,
SETTLEMENT_PAYMENT_SUCCEEDED,SETTLEMENT_IN_PROGRESS,ACTIVE,2026-04-12,2026-05-11,2026-05-11,,,
RETURN_PLACED,ACTIVE,PICKUP_TO_BE_SCHEDULED,2026-04-12,2026-05-11,2026-05-11,,,
RETURN_FULFILLMENT_PICKUP_SCHEDULED,PICKUP_TO_BE_SCHEDULED,PICKUP_SCHEDULED,2026-04-12,2026-05-11,2026-05-11,,,
RETURN_FULFILLMENT_OUT_FOR_PICKUP,PICKUP_SCHEDULED,OUT_FOR_PICKUP,2026-04-12,2026-05-11,2026-05-11,,,
RETURN_FULFILLMENT_PICKED_UP,OUT_FOR_PICKUP,PICKED_UP,2026-04-12,2026-05-11,2026-05-11,,,
